 1.00000000e+002  0.00000000e+000  1.00000000e+000  5.76977817e-002
 1.01135923e+002  1.13592284e+000  1.00195160e+000  5.75935423e-002
 1.01607220e+002  1.60721970e+000  1.00390015e+000  5.74855666e-002
 1.01969391e+002  1.96939063e+000  1.00584564e+000  5.73737369e-002
 1.02275159e+002  2.27515926e+000  1.00778809e+000  5.72579331e-002
 1.02544937e+002  2.54493650e+000  1.00972748e+000  5.71380327e-002
 1.02789185e+002  2.78918482e+000  1.01166382e+000  5.70139107e-002
 1.03014116e+002  3.01411617e+000  1.01359711e+000  5.68854401e-002
 1.03223776e+002  3.22377585e+000  1.01552734e+000  5.67524915e-002
 1.03420972e+002  3.42097229e+000  1.01745453e+000  5.66149333e-002
 1.03607749e+002  3.60774921e+000  1.01937866e+000  5.64726322e-002
 1.03785649e+002  3.78564865e+000  1.02129974e+000  5.63254528e-002
 1.03955868e+002  3.95586798e+000  1.02321777e+000  5.61732581e-002
 1.04119359e+002  4.11935889e+000  1.02513275e+000  5.60159093e-002
 1.04276893e+002  4.27689262e+000  1.02704468e+000  5.58532665e-002
 1.04429104e+002  4.42910442e+000  1.02895355e+000  5.56851882e-002
 1.04576525e+002  4.57652489e+000  1.03085937e+000  5.55115322e-002
 1.04719603e+002  4.71960263e+000  1.03276215e+000  5.53321553e-002
 1.04858721e+002  4.85872089e+000  1.03466187e+000  5.51469138e-002
 1.04994210e+002  4.99421018e+000  1.03655853e+000  5.49556636e-002
 1.05126358e+002  5.12635785e+000  1.03845215e+000  5.47582607e-002
 1.05255416e+002  5.25541563e+000  1.04034271e+000  5.45545613e-002
 1.05381605e+002  5.38160544e+000  1.04223022e+000  5.43444221e-002
 1.05505124e+002  5.50512415e+000  1.04411469e+000  5.41277010e-002
 1.05626147e+002  5.62614734e+000  1.04599609e+000  5.39042570e-002
 1.05744832e+002  5.74483240e+000  1.04787445e+000  5.36739508e-002
 1.05861321e+002  5.86132101e+000  1.04974976e+000  5.34366452e-002
 1.05975741e+002  5.97574130e+000  1.05162201e+000  5.31922057e-002
 1.06088210e+002  6.08820956e+000  1.05349121e+000  5.29405007e-002
 1.06198832e+002  6.19883173e+000  1.05535736e+000  5.26814020e-002
 1.06307705e+002  6.30770461e+000  1.05722046e+000  5.24147854e-002
 1.06414917e+002  6.41491699e+000  1.05908051e+000  5.21405313e-002
 1.06520550e+002  6.52055045e+000  1.06093750e+000  5.18585250e-002
 1.06624680e+002  6.62468023e+000  1.06279144e+000  5.15686575e-002
 1.06727376e+002  6.72737586e+000  1.06464233e+000  5.12708260e-002
 1.06828702e+002  6.82870177e+000  1.06649017e+000  5.09649342e-002
 1.06928718e+002  6.92871775e+000  1.06833496e+000  5.06508934e-002
 1.07027479e+002  7.02747946e+000  1.07017670e+000  5.03286227e-002
 1.07125039e+002  7.12503878e+000  1.07201538e+000  4.99980501e-002
 1.07221444e+002  7.22144417e+000  1.07385101e+000  4.96591124e-002
 1.07316741e+002  7.31674097e+000  1.07568359e+000  4.93117565e-002
 1.07410972e+002  7.41097169e+000  1.07751312e+000  4.89559399e-002
 1.07504176e+002  7.50417622e+000  1.07933960e+000  4.85916309e-002
 1.07596392e+002  7.59639207e+000  1.08116302e+000  4.82188097e-002
 1.07687655e+002  7.68765457e+000  1.08298340e+000  4.78374690e-002
 1.07777997e+002  7.77799703e+000  1.08480072e+000  4.74476142e-002
 1.07867451e+002  7.86745088e+000  1.08661499e+000  4.70492643e-002
 1.07956046e+002  7.95604586e+000  1.08842621e+000  4.66424525e-002
 1.08043810e+002  8.04381010e+000  1.09023438e+000  4.62272265e-002
 1.08130770e+002  8.13077025e+000  1.09203949e+000  4.58036491e-002
 1.08216952e+002  8.21695162e+000  1.09384155e+000  4.53717986e-002
 1.08302378e+002  8.30237820e+000  1.09564056e+000  4.49317693e-002
 1.08387073e+002  8.38707284e+000  1.09743652e+000  4.44836719e-002
 1.08471057e+002  8.47105726e+000  1.09922943e+000  4.40276335e-002
 1.08554352e+002  8.55435213e+000  1.10101929e+000  4.35637984e-002
 1.08636977e+002  8.63697720e+000  1.10280609e+000  4.30923276e-002
 1.08718951e+002  8.71895126e+000  1.10458984e+000  4.26133996e-002
 1.08800292e+002  8.80029229e+000  1.10637054e+000  4.21272099e-002
 1.08881017e+002  8.88101747e+000  1.10814819e+000  4.16339713e-002
 1.08961143e+002  8.96114322e+000  1.10992279e+000  4.11339139e-002
 1.09040685e+002  9.04068525e+000  1.11169434e+000  4.06272844e-002
 1.09119659e+002  9.11965862e+000  1.11346283e+000  4.01143464e-002
 1.09198078e+002  9.19807778e+000  1.11522827e+000  3.95953799e-002
 1.09275957e+002  9.27595655e+000  1.11699066e+000  3.90706807e-002
 1.09353308e+002  9.35330824e+000  1.11875000e+000  3.85405599e-002
 1.09430146e+002  9.43014560e+000  1.12050629e+000  3.80053437e-002
 1.09506481e+002  9.50648089e+000  1.12225952e+000  3.74653722e-002
 1.09582326e+002  9.58232592e+000  1.12400970e+000  3.69209990e-002
 1.09657692e+002  9.65769202e+000  1.12575684e+000  3.63725902e-002
 1.09732590e+002  9.73259012e+000  1.12750092e+000  3.58205236e-002
 1.09807031e+002  9.80703075e+000  1.12924194e+000  3.52651876e-002
 1.09881024e+002  9.88102404e+000  1.13097992e+000  3.47069804e-002
 1.09954580e+002  9.95457977e+000  1.13271484e+000  3.41463084e-002
 1.10027707e+002  1.00277074e+001  1.13444672e+000  3.35835858e-002
 1.10100416e+002  1.01004160e+001  1.13617554e+000  3.30192325e-002
 1.10172714e+002  1.01727143e+001  1.13790131e+000  3.24536737e-002
 1.10244611e+002  1.02446109e+001  1.13962402e+000  3.18873381e-002
 1.10316114e+002  1.03161140e+001  1.14134369e+000  3.13206568e-002
 1.10387232e+002  1.03872315e+001  1.14306030e+000  3.07540620e-002
 1.10457971e+002  1.04579711e+001  1.14477386e+000  3.01879855e-002
 1.10528340e+002  1.05283402e+001  1.14648438e+000  2.96228576e-002
 1.10598346e+002  1.05983460e+001  1.14819183e+000  2.90591058e-002
 1.10667996e+002  1.06679955e+001  1.14989624e+000  2.84971534e-002
 1.10737295e+002  1.07372954e+001  1.15159760e+000  2.79374180e-002
 1.10806252e+002  1.08062523e+001  1.15329590e+000  2.73803109e-002
 1.10874873e+002  1.08748725e+001  1.15499115e+000  2.68262355e-002
 1.10943162e+002  1.09431622e+001  1.15668335e+000  2.62755860e-002
 1.11011127e+002  1.10111274e+001  1.15837250e+000  2.57287467e-002
 1.11078774e+002  1.10787737e+001  1.16005859e+000  2.51860909e-002
 1.11146107e+002  1.11461070e+001  1.16174164e+000  2.46479798e-002
 1.11213133e+002  1.12131325e+001  1.16342163e+000  2.41147617e-002
 1.11279856e+002  1.12798557e+001  1.16509857e+000  2.35867713e-002
 1.11346282e+002  1.13462818e+001  1.16677246e+000  2.30643286e-002
 1.11412416e+002  1.14124156e+001  1.16844330e+000  2.25477389e-002
 1.11478262e+002  1.14782621e+001  1.17011108e+000  2.20372917e-002
 1.11543826e+002  1.15438261e+001  1.17177582e+000  2.15332603e-002
 1.11609112e+002  1.16091121e+001  1.17343750e+000  2.10359017e-002
 1.11674125e+002  1.16741247e+001  1.17509613e+000  2.05454561e-002
 1.11738868e+002  1.17388682e+001  1.17675171e+000  2.00621465e-002
 1.11803347e+002  1.18033470e+001  1.17840424e+000  1.95861788e-002
 1.11867565e+002  1.18675650e+001  1.18005371e+000  1.91177419e-002
 1.11931526e+002  1.19315265e+001  1.18170013e+000  1.86570071e-002
 1.11995235e+002  1.19952353e+001  1.18334351e+000  1.82041287e-002
 1.12058695e+002  1.20586952e+001  1.18498383e+000  1.77592442e-002
 1.12121910e+002  1.21219101e+001  1.18662109e+000  1.73224741e-002
