 2.00374649e-001
 0.00000000e+000  1.00000000e+000  5.76977817e-002  1.00000000e+000
 5.66899477e-002  1.00195160e+000  5.75935423e-002  9.98193355e-001
 8.02107305e-002  1.00390015e+000  5.74855666e-002  9.96321954e-001
 9.82854187e-002  1.00584564e+000  5.73737369e-002  9.94383756e-001
 1.13545265e-001  1.00778809e+000  5.72579331e-002  9.92376681e-001
 1.27008906e-001  1.00972748e+000  5.71380327e-002  9.90298604e-001
 1.39198488e-001  1.01166382e+000  5.70139107e-002  9.88147361e-001
 1.50424027e-001  1.01359711e+000  5.68854401e-002  9.85920748e-001
 1.60887411e-001  1.01552734e+000  5.67524915e-002  9.83616523e-001
 1.70728797e-001  1.01745453e+000  5.66149333e-002  9.81232408e-001
 1.80050182e-001  1.01937866e+000  5.64726322e-002  9.78766090e-001
 1.88928523e-001  1.02129974e+000  5.63254528e-002  9.76215222e-001
 1.97423576e-001  1.02321777e+000  5.61732581e-002  9.73577430e-001
 2.05582838e-001  1.02513275e+000  5.60159093e-002  9.70850311e-001
 2.13444797e-001  1.02704468e+000  5.58532665e-002  9.68031436e-001
 2.21041157e-001  1.02895355e+000  5.56851882e-002  9.65118356e-001
 2.28398398e-001  1.03085937e+000  5.55115322e-002  9.62108604e-001
 2.35538909e-001  1.03276215e+000  5.53321553e-002  9.58999699e-001
 2.42481816e-001  1.03466187e+000  5.51469138e-002  9.55789151e-001
 2.49243614e-001  1.03655853e+000  5.49556636e-002  9.52474462e-001
 2.55838644e-001  1.03845215e+000  5.47582607e-002  9.49053136e-001
 2.62279468e-001  1.04034271e+000  5.45545613e-002  9.45522681e-001
 2.68577161e-001  1.04223022e+000  5.43444221e-002  9.41880615e-001
 2.74741549e-001  1.04411469e+000  5.41277010e-002  9.38124472e-001
 2.80781395e-001  1.04599609e+000  5.39042570e-002  9.34251809e-001
 2.86704552e-001  1.04787445e+000  5.36739508e-002  9.30260214e-001
 2.92518092e-001  1.04974976e+000  5.34366452e-002  9.26147308e-001
 2.98228410e-001  1.05162201e+000  5.31922057e-002  9.21910759e-001
 3.03841309e-001  1.05349121e+000  5.29405007e-002  9.17548285e-001
 3.09362075e-001  1.05535736e+000  5.26814020e-002  9.13057667e-001
 3.14795541e-001  1.05722046e+000  5.24147854e-002  9.08436751e-001
 3.20146137e-001  1.05908051e+000  5.21405313e-002  9.03683464e-001
 3.25417935e-001  1.06093750e+000  5.18585250e-002  8.98795819e-001
 3.30614689e-001  1.06279144e+000  5.15686575e-002  8.93771927e-001
 3.35739870e-001  1.06464233e+000  5.12708260e-002  8.88610002e-001
 3.40796693e-001  1.06649017e+000  5.09649342e-002  8.83308381e-001
 3.45788141e-001  1.06833496e+000  5.06508934e-002  8.77865523e-001
 3.50716994e-001  1.07017670e+000  5.03286227e-002  8.72280029e-001
 3.55585840e-001  1.07201538e+000  4.99980501e-002  8.66550647e-001
 3.60397096e-001  1.07385101e+000  4.96591124e-002  8.60676284e-001
 3.65153027e-001  1.07568359e+000  4.93117565e-002  8.54656021e-001
 3.69855754e-001  1.07751312e+000  4.89559399e-002  8.48489117e-001
 3.74507267e-001  1.07933960e+000  4.85916309e-002  8.42175027e-001
 3.79109438e-001  1.08116302e+000  4.82188097e-002  8.35713406e-001
 3.83664032e-001  1.08298340e+000  4.78374690e-002  8.29104128e-001
 3.88172709e-001  1.08480072e+000  4.74476142e-002  8.22347285e-001
 3.92637038e-001  1.08661499e+000  4.70492643e-002  8.15443210e-001
 3.97058505e-001  1.08842621e+000  4.66424525e-002  8.08392474e-001
 4.01438512e-001  1.09023438e+000  4.62272265e-002  8.01195906e-001
 4.05778390e-001  1.09203949e+000  4.58036491e-002  7.93854594e-001
 4.10079401e-001  1.09384155e+000  4.53717986e-002  7.86369895e-001
 4.14342744e-001  1.09564056e+000  4.49317693e-002  7.78743445e-001
 4.18569559e-001  1.09743652e+000  4.44836719e-002  7.70977160e-001
 4.22760928e-001  1.09922943e+000  4.40276335e-002  7.63073245e-001
 4.26917885e-001  1.10101929e+000  4.35637984e-002  7.55034198e-001
 4.31041413e-001  1.10280609e+000  4.30923276e-002  7.46862814e-001
 4.35132453e-001  1.10458984e+000  4.26133996e-002  7.38562182e-001
 4.39191901e-001  1.10637054e+000  4.21272099e-002  7.30135693e-001
 4.43220613e-001  1.10814819e+000  4.16339713e-002  7.21587036e-001
 4.47219409e-001  1.10992279e+000  4.11339139e-002  7.12920196e-001
 4.51189074e-001  1.11169434e+000  4.06272844e-002  7.04139452e-001
 4.55130360e-001  1.11346283e+000  4.01143464e-002  6.95249371e-001
 4.59043987e-001  1.11522827e+000  3.95953799e-002  6.86254805e-001
 4.62930645e-001  1.11699066e+000  3.90706807e-002  6.77160880e-001
 4.66790998e-001  1.11875000e+000  3.85405599e-002  6.67972992e-001
 4.70625682e-001  1.12050629e+000  3.80053437e-002  6.58696791e-001
 4.74435311e-001  1.12225952e+000  3.74653722e-002  6.49338173e-001
 4.78220472e-001  1.12400970e+000  3.69209990e-002  6.39903266e-001
 4.81981731e-001  1.12575684e+000  3.63725902e-002  6.30398416e-001
 4.85719634e-001  1.12750092e+000  3.58205236e-002  6.20830169e-001
 4.89434706e-001  1.12924194e+000  3.52651876e-002  6.11205259e-001
 4.93127453e-001  1.13097992e+000  3.47069804e-002  6.01530585e-001
 4.96798363e-001  1.13271484e+000  3.41463084e-002  5.91813193e-001
 5.00447907e-001  1.13444672e+000  3.35835858e-002  5.82060259e-001
 5.04076539e-001  1.13617554e+000  3.30192325e-002  5.72279063e-001
 5.07684698e-001  1.13790131e+000  3.24536737e-002  5.62476974e-001
